IRIS;LIBIRIS;COM;LIBCOM;DISP_TP6017;DISP_Q117;DISP_MED17;DISP_Q317;DISP_EQ17;DISP_D117;DISP_D217;DISP_D317;DISP_D417;DISP_D617;DISP_D717;DISP_D817;DISP_D917;DISP_RD17;DISP_S80S2017;DISP_GI17;DISP_PACT17;DISP_PTSA17;DISP_PCHO17;DISP_PBEN17;DISP_PPEN17;DISP_PPAT17;DISP_PPSOC17;DISP_PPFAM17;DISP_PPMINI17;DISP_PPLOGT17;DISP_PIMPOT17;DISP_NOTE17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594100202;Napoleon;59410;Mons-en-Baroeul;38,6;10960;13640;17580;0,48;8760;10290;11440;12850;14920;16560;18730;21630;2,5;3,0;0,23;58,1;;;;16,7;7,6;27,1;8,6;10,4;8,1;-9,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594100203;les Provinces;59410;Mons-en-Baroeul;29,8;11920;15700;20720;0,56;9230;11180;12690;13930;17740;19740;21680;25050;2,7;3,2;0,23;70,1;63,0;5,1;2,0;22,6;4,0;14,7;4,4;5,9;4,4;-11,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594100302;H tel de ville;59410;Mons-en-Baroeul;20,9;13180;19230;25650;0,65;10230;12480;14710;16860;21510;23690;26930;31230;3,1;3,8;0,25;62,4;57,8;2,9;1,7;37,4;6,1;8,6;2,5;3,8;2,3;-14,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594100303;Louis XIV;59410;Mons-en-Baroeul;35,7;10890;14580;19080;0,56;8850;10030;11750;13160;16080;17900;20090;23140;2,6;3,2;0,23;73,1;;;;14,7;2,5;19,8;5,0;8,1;6,7;-10,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594100304;Vauban;59410;Mons-en-Baroeul;33,5;11480;14850;19630;0,55;9110;10650;12070;13570;16570;18440;20700;24600;2,7;3,0;0,22;61,2;53,9;5,5;1,8;26,0;2,4;19,7;6,2;8,0;5,5;-9,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594100401;Guinguette;59410;Mons-en-Baroeul;;14290;18480;24960;0,58;9880;12450;15460;17180;20690;23280;26760;31330;3,2;3,8;0,25;72,8;63,7;4,1;5,0;26,6;5,1;8,6;4,4;2,5;1,7;-13,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594100402;les Sarts;59410;Mons-en-Baroeul;19,7;13610;18370;23670;0,55;9730;12700;14490;16300;20490;22320;25590;30380;3,1;3,4;0,24;71,7;65,8;3,9;2,0;26,6;5,5;8,6;4,2;2,9;1,5;-12,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594100403;Becquerel;59410;Mons-en-Baroeul;15,1;16320;23350;30670;0,61;10410;14780;17880;20630;25730;28720;32730;40960;3,9;4,5;0,28;84,4;76,4;3,2;4,8;20,3;7,0;5,2;2,3;1,7;1,2;-16,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594210101;vauban-100 maisons-mairie;59421;Mouvaux;;18700;25370;34100;0,61;14090;17640;20160;22620;28100;32080;37670;47650;3,4;4,1;0,28;76,8;68,1;2,9;5,8;27,9;11,7;3,1;1,7;0,9;0,5;-19,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594210102;duriez-escalette;59421;Mouvaux;;17870;26280;37360;0,74;13130;16210;19130;22920;30460;35000;41360;53330;4,1;4,8;0,31;77,0;65,2;2,8;9,0;27,0;14,2;3,3;1,6;0,9;0,8;-21,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594210103;centre-rue de londres;59421;Mouvaux;7,8;20340;29290;42120;0,74;14240;18360;21880;25570;34230;38870;47170;64020;4,5;6,5;0,38;68,9;56,2;2,5;10,2;27,4;28,9;2,2;1,0;0,7;0,5;-27,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594210104;hautmont-mirabeau;59421;Mouvaux;;20610;27810;40010;0,70;14300;18720;22250;25100;31560;36490;43680;56880;4,0;5,8;0,37;59,1;53,2;1,5;4,4;36,7;27,5;2,0;1,0;0,6;0,4;-25,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594210105;francs-epinette;59421;Mouvaux;;18200;24280;33940;0,65;13550;16840;19270;21640;27560;31020;36350;45900;3,4;4,0;0,28;86,2;78,1;3,5;4,6;18,6;10,3;3,8;2,0;1,1;0,7;-18,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594260101;Moulin Briqueterie;59426;Neuville-en-Ferrain;;19050;23820;29930;0,46;15310;18090;20140;22150;25550;28130;31520;35820;2,3;2,7;0,19;80,3;74,3;2,6;3,4;24,9;6,5;3,7;2,1;1,1;0,5;-15,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594260102;Dronckaert Risquons Tout;59426;Neuville-en-Ferrain;;17830;23030;29730;0,52;13740;16510;18530;20630;25700;27880;32120;38060;2,8;3,5;0,25;80,4;72,5;2,2;5,7;23,9;9,5;3,5;1,9;1,0;0,6;-17,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594260103;Vieille Motte Rosieres;59426;Neuville-en-Ferrain;;18130;22840;28120;0,44;14220;16960;19470;21200;24730;26920;29610;33740;2,4;2,8;0,20;58,6;54,6;1,8;2,2;44,7;7,4;3,7;2,0;1,0;0,7;-14,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594260104;Bailly;59426;Neuville-en-Ferrain;;19430;23500;29210;0,42;14680;18290;20250;21870;25330;27420;30690;35230;2,4;2,6;0,19;69,6;65,7;1,7;2,2;35,2;6,4;3,1;1,9;0,7;0,5;-14,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594260105;Centre Ville;59426;Neuville-en-Ferrain;;18030;21990;26970;0,41;14020;16740;18740;20440;23760;25850;28570;33310;2,4;2,6;0,19;69,5;64,1;2,8;2,6;33,8;6,2;4,1;2,0;1,3;0,8;-13,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594910101;raismes centre 1;59491;Raismes;25,2;12590;17720;24500;0,67;9270;11580;13430;15830;19930;22730;25890;30860;3,3;4,0;0,28;66,6;58,0;3,7;4,9;29,2;7,8;10,6;3,4;4,7;2,5;-14,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594910102;sabatier;59491;Raismes;39,0;11180;13690;17590;0,47;9090;10610;11780;12750;14990;16540;18620;21520;2,4;2,6;0,19;52,4;45,6;5,9;0,9;29,6;2,2;23,2;6,7;9,7;6,8;-7,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594910104;raismes centre 2;59491;Raismes;;13380;17870;22990;0,54;10820;12330;14330;16060;19930;22040;24620;29280;2,7;3,2;0,23;64,6;59,1;3,6;1,9;32,1;4,8;10,5;2,9;4,8;2,8;-12,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594910105;vicoigne;59491;Raismes;24,1;12890;17210;22160;0,54;9980;12120;13620;15250;19000;21220;23820;27440;2,7;3,2;0,23;75,1;66,4;4,4;4,3;23,1;3,1;11,3;4,3;4,5;2,5;-12,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594910106;petit paris;59491;Raismes;26,0;12480;17130;22340;0,58;9470;11360;13360;15260;18970;20990;23690;28450;3,0;3,4;0,24;63,2;56,0;3,9;3,3;31,1;4,8;12,6;3,9;5,5;3,2;-11,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595070101;Petit Ronchin 1;59507;Ronchin;13,8;16540;22630;29230;0,56;11040;15100;18220;20750;25110;27660;30990;37670;3,4;3,8;0,25;74,8;68,1;2,8;3,9;29,0;6,9;5,6;1,6;2,5;1,5;-16,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595070102;Petit Ronchin 2;59507;Ronchin;21,9;12980;18570;24410;0,62;10010;12180;14260;16040;20740;22780;26060;30810;3,1;3,6;0,26;67,2;60,6;3,7;2,9;30,0;5,9;10,5;3,8;3,9;2,8;-13,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595070103;Petit Ronchin 3;59507;Ronchin;15,4;14940;20230;27510;0,62;11210;13980;16310;18170;22250;26010;29700;35390;3,2;3,7;0,26;78,9;70,9;3,4;4,6;23,5;5,5;7,8;3,2;2,8;1,8;-15,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595070201;Cité Jardin 1;59507;Ronchin;15,5;15660;20330;25980;0,51;11340;14380;16880;18750;22490;24620;27950;33260;2,9;3,4;0,24;73,1;64,8;2,9;5,4;28,7;5,9;6,6;3,6;1,8;1,2;-14,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595070202;Cité Jardin 2;59507;Ronchin;;11180;15150;22230;0,73;8950;10550;11720;13480;17520;20430;23690;29140;3,3;3,8;0,28;70,8;63,8;5,0;2,0;19,0;5,5;17,1;5,5;6,3;5,3;-12,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595070203;Cité Jardin 3;59507;Ronchin;13,7;15970;22270;28910;0,58;11160;14890;17680;19880;24910;27200;30460;36140;3,2;3,6;0,25;76,1;71,2;2,3;2,6;27,2;6,0;6,3;2,9;2,0;1,4;-15,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595070301;Champ du Cerf 1;59507;Ronchin;;19810;23940;31060;0,47;14880;18760;20630;22000;26530;29540;33410;38770;2,6;3,1;0,23;69,5;63,4;2,0;4,1;36,5;9,3;2,7;1,2;1,0;0,5;-18,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595070303;Champ du Cerf 3;59507;Ronchin;23,3;13050;17300;22230;0,53;10530;12290;13890;15510;19010;21390;24000;27490;2,6;3,1;0,22;69,7;63,3;5,4;1,0;25,0;3,1;14,1;3,6;6,1;4,4;-11,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595070306;Champ du Cerf 2 étendu;59507;Ronchin;8,5;17620;23000;28140;0,46;13490;16380;18720;20940;24740;26720;29560;36090;2,7;3,1;0,22;84,4;78,3;2,4;3,7;22,8;3,8;5,0;2,7;1,5;0,8;-16,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595080101;centre-plat vinage 1;59508;Roncq;;19880;23890;29280;0,39;16000;18990;20680;22530;25610;27580;30470;36000;2,3;2,6;0,19;73,5;69,1;1,9;2,5;33,1;6,0;2,6;1,8;0,5;0,3;-15,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595080102;centre-plat vinage 2;59508;Roncq;11,4;16210;20960;26310;0,48;12060;15100;17210;19020;22730;24920;27800;33890;2,8;3,2;0,23;75,1;68,4;3,6;3,1;26,3;7,1;6,0;2,5;1,9;1,6;-14,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595080103;centre-plat vinage 3;59508;Roncq;;17550;22950;27910;0,45;14130;16730;18730;20840;24510;26640;29640;36410;2,6;3,1;0,23;67,2;60,5;2,7;4,0;34,2;11,0;4,2;2,0;1,3;0,9;-16,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595080201;vallée blanc four 1;59508;Roncq;;20770;27400;37010;0,59;15520;19600;22190;24540;30330;34880;41320;54090;3,5;4,1;0,29;83,6;72,7;2,5;8,4;21,7;13,3;2,3;1,4;0,6;0,3;-20,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595080202;vallée blanc four 2;59508;Roncq;9,9;17330;22680;29050;0,52;12820;16000;18610;20490;24500;27020;31080;38700;3,0;3,7;0,26;78,4;68,4;2,7;7,3;23,9;9,1;5,4;2,2;1,9;1,3;-16,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595080203;vallée blanc four 3;59508;Roncq;;18440;22920;28080;0,42;14860;17620;19330;21080;24580;27350;29630;33840;2,3;2,6;0,19;73,0;67,4;2,5;3,1;32,6;5,4;3,4;1,9;0,9;0,6;-14,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120101;Mackellerie;59512;Roubaix;44,4;10190;13500;18410;0,61;7920;9440;10830;11980;15380;17460;19910;23820;3,0;3,8;0,26;63,2;55,4;5,5;2,3;15,1;3,4;27,4;8,4;11,9;7,1;-9,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120102;Fresnoy;59512;Roubaix;36,1;11110;14740;20940;0,67;8840;10540;11730;13210;16770;19580;22490;28420;3,2;4,0;0,28;72,1;63,2;5,9;3,0;14,5;4,9;20,2;6,5;8,6;5,1;-11,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120201;fosse aux chenes;59512;Roubaix;56,2;9510;11750;15530;0,51;7780;9000;9940;10770;13050;14550;16420;19910;2,6;3,2;0,23;51,7;43,5;6,7;1,5;14,5;3,5;36,8;9,7;16,5;10,6;-6,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120202;Alma Sud;59512;Roubaix;68,7;9060;11160;13240;0,37;7870;8730;9490;10320;12100;12790;14130;17070;2,2;2,4;0,18;35,8;;;;15,7;1,3;51,1;13,7;22,9;14,5;-3,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120203;Alma Nord;59512;Roubaix;58,2;9370;11410;14950;0,49;7670;8940;9850;10720;12820;14170;16350;19320;2,5;3,0;0,22;51,5;44,3;5,9;1,3;15,3;3,3;36,3;11,0;15,9;9,4;-6,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120301;Entrepont-Cartigny;59512;Roubaix;47,3;9810;12980;16650;0,53;7910;9400;10490;11950;14160;15920;18280;21900;2,8;3,3;0,24;59,7;52,1;6,1;1,5;19,2;3,9;25,5;9,3;9,9;6,3;-8,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120302;Hutin-Oran;59512;Roubaix;45,5;10650;13190;17240;0,50;8560;9760;11200;12100;14490;16140;18690;21750;2,5;2,9;0,22;55,8;48,8;6,0;1,0;21,4;5,4;25,2;8,1;10,5;6,6;-7,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120303;Cul de Four;59512;Roubaix;57,1;9360;11840;15400;0,51;7380;8920;9990;10680;13030;14490;16540;19720;2,7;3,2;0,23;47,5;40,1;6,4;1,0;18,8;3,4;36,2;11,7;15,4;9,1;-5,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120401;Hommelet Nord;59512;Roubaix;53,3;9620;12130;15740;0,50;7410;8870;10050;10930;13570;14870;17000;20280;2,7;3,4;0,24;51,8;44,1;6,6;1,1;16,7;4,2;34,0;10,7;14,7;8,6;-6,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120402;Hommelet Centre;59512;Roubaix;54,2;9690;12060;15660;0,49;7860;9070;10060;11110;13390;14770;17170;20800;2,6;3,1;0,23;50,3;41,5;6,4;2,4;20,4;3,7;32,4;10,2;13,4;8,8;-6,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120403;Hommelet Sud;59512;Roubaix;46,9;10280;12980;16870;0,51;8080;9710;10730;11800;14360;15860;18850;22960;2,8;3,7;0,26;61,5;53,2;5,2;3,1;17,5;3,1;27,2;7,8;11,9;7,5;-9,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120501;epeule nord;59512;Roubaix;57,3;9320;11680;15110;0,50;7960;8990;9760;10780;12980;14380;16100;18820;2,4;2,7;0,20;47,7;;;;17,9;2,7;37,5;9,3;18,0;10,2;-5,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120502;epeule centre;59512;Roubaix;49,5;9760;12760;16770;0,55;8260;9240;10340;11520;13990;15760;18120;22030;2,7;3,4;0,25;58,1;48,3;7,0;2,8;15,7;3,1;31,1;9,1;13,7;8,3;-8,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120503;epeule sud;59512;Roubaix;34,9;11420;15170;21180;0,64;9120;10720;11850;13580;17130;19610;22880;29190;3,2;3,9;0,28;71,4;63,0;4,7;3,7;18,0;3,7;18,6;5,6;8,4;4,6;-11,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120504;Trichon;59512;Roubaix;41,0;10690;13960;19430;0,63;8580;9830;11320;12540;15490;17940;21180;26770;3,1;4,0;0,28;67,7;57,9;6,2;3,6;14,5;4,8;24,1;6,8;10,4;6,9;-11,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120601;esperance centre;59512;Roubaix;41,2;10420;13700;18970;0,62;8140;9680;11150;12510;15330;17930;20430;24880;3,1;4,1;0,28;72,9;62,2;6,7;4,0;10,2;4,9;22,9;5,3;10,2;7,4;-10,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120602;Nations Unies;59512;Roubaix;48,2;9790;12850;17160;0,57;7710;9160;10490;11650;14160;16030;18220;21660;2,8;3,6;0,25;63,3;54,0;7,3;2,0;12,4;3,2;29,7;6,9;13,2;9,6;-8,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120603;Anseele;59512;Roubaix;46,4;10190;13000;16510;0,49;8510;9410;10720;11940;14050;15520;17910;21910;2,6;3,1;0,23;51,8;43,7;7,0;1,1;23,7;3,3;29,3;6,6;12,9;9,8;-8,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120701;Barbieux-Vauban;59512;Roubaix;12,9;16810;24260;35740;0,78;11300;15080;18440;21410;27870;32800;38650;49570;4,4;5,7;0,34;73,3;61,1;3,1;9,1;31,3;14,1;4,3;1,3;1,9;1,1;-23,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120702;Barbieux Sud;59512;Roubaix;;18660;27020;37960;0,71;13570;17160;20060;23130;30780;34430;42770;56290;4,1;5,1;0,32;70,6;59,8;2,3;8,5;34,9;14,5;3,0;1,1;1,2;0,7;-23,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120703;edouart vaillant;59512;Roubaix;22,0;13470;18860;24620;0,59;9810;12220;14640;16850;20930;23240;26700;31650;3,2;3,9;0,26;74,1;66,3;4,5;3,3;25,3;5,3;8,9;3,7;3,1;2,1;-13,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120801;Moulin Nord;59512;Roubaix;46,0;9910;13220;17800;0,60;8340;9410;10520;11710;14530;16840;19040;22790;2,7;3,5;0,25;63,2;56,4;5,5;1,3;17,0;3,1;25,4;9,3;9,9;6,2;-8,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120802;Moulin Sud;59512;Roubaix;47,2;10230;13240;17500;0,55;8450;9610;10740;11860;14580;16320;19270;22710;2,7;3,2;0,23;61,2;54,1;5,8;1,3;17,7;3,3;26,0;10,3;9,6;6,1;-8,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120803;Potennerie;59512;Roubaix;28,8;12160;17260;23990;0,69;9060;11300;12860;14640;19940;22450;26470;33170;3,7;4,6;0,31;76,7;66,4;5,1;5,2;19,1;4,8;13,3;3,9;5,8;3,6;-13,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120901;Sainte-Elisabeth Centre;59512;Roubaix;53,8;9680;12190;16360;0,55;8100;9150;10230;11100;13490;15120;17850;21170;2,6;3,3;0,24;57,6;49,8;6,0;1,8;15,0;3,7;31,4;11,1;12,7;7,6;-7,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120902;Sainte-Elisabeth Sud;59512;Roubaix;48,2;10250;13020;16920;0,51;8520;9590;10690;11680;14170;15930;17960;21170;2,5;3,0;0,22;57,7;50,5;5,9;1,3;16,1;3,6;30,3;10,8;11,9;7,6;-7,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595120903;Sainte-Elisabeth Nord;59512;Roubaix;48,6;9800;12880;17310;0,58;7750;9180;10340;11440;14220;15980;18460;22700;2,9;3,9;0,27;59,3;52,4;5,9;1,0;19,4;4,3;26,1;7,4;11,7;7,0;-9,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595121001;Pile Est;59512;Roubaix;53,7;9760;12160;16510;0,56;8080;9190;10320;11150;13480;15160;17700;21110;2,6;3,1;0,23;57,3;50,3;5,6;1,4;19,0;3,5;28,3;10,6;10,7;7,0;-8,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595121002;Pile Centre;59512;Roubaix;52,7;10020;12490;15760;0,46;7910;9200;10360;11380;13310;14580;16830;19710;2,5;2,9;0,21;50,6;43,1;6,6;0,9;14,9;3,0;37,4;13,4;14,8;9,2;-5,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595121003;Pile Nord;59512;Roubaix;51,5;9980;12540;16940;0,55;7970;9480;10410;11480;13800;15880;18450;21830;2,7;3,5;0,25;53,6;46,4;5,2;2,0;21,2;4,8;28,1;9,8;11,8;6,5;-7,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595121102;Trois Ponts Sud;59512;Roubaix;61,4;9700;11630;14310;0,40;8330;9310;10140;10870;12490;13530;15310;18330;2,2;2,5;0,19;48,8;;;;15,0;1,6;40,5;11,8;16,8;11,9;-5,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595121103;Sartel;59512;Roubaix;37,0;10800;14630;19940;0,62;8370;9960;11470;13050;16620;18600;22140;26380;3,2;3,6;0,26;64,4;56,9;5,2;2,3;20,9;5,0;20,0;6,3;8,3;5,4;-10,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595121201;Linne Chemin Neuf;59512;Roubaix;23,6;12810;17570;23220;0,59;9670;11940;13860;15650;19460;21930;25100;30530;3,2;3,7;0,26;68,9;61,4;4,4;3,1;26,8;5,0;11,4;4,1;4,4;2,9;-12,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595121202;Justice;59512;Roubaix;21,7;13160;18140;24050;0,60;9720;12170;13900;15840;20030;22410;25780;29590;3,0;3,6;0,25;68,8;59,6;4,5;4,7;27,1;6,4;10,4;4,4;3,6;2,4;-12,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
