IRIS;LIBIRIS;COM;LIBCOM;DISP_TP6018;DISP_Q118;DISP_MED18;DISP_Q318;DISP_EQ18;DISP_D118;DISP_D218;DISP_D318;DISP_D418;DISP_D618;DISP_D718;DISP_D818;DISP_D918;DISP_RD18;DISP_S80S2018;DISP_GI18;DISP_PACT18;DISP_PTSA18;DISP_PCHO18;DISP_PBEN18;DISP_PPEN18;DISP_PPAT18;DISP_PPSOC18;DISP_PPFAM18;DISP_PPMINI18;DISP_PPLOGT18;DISP_PIMPOT18;DISP_NOTE18
011730101;Centre;01173;Gex;11,1;17880;29050;44580;0,92;12400;16180;19850;24100;34530;40750;48560;62790;5,1;6,2;0,348;98,5;92,5;3,7;2,3;11,1;7,1;2,6;0,9;1,0;0,7;-19,3;0
011730102;Ouest;01173;Gex;9,2;20040;32730;48580;0,87;13520;17940;22220;27620;38580;45400;54010;68450;5,1;6,2;0,342;98,9;94,5;3,0;1,4;12,2;6,3;2,1;1,0;0,6;0,5;-19,5;0
011730103;Est;01173;Gex;8,9;22230;36070;51950;0,82;13610;18980;25280;30680;41330;48130;55900;72440;5,3;6,7;0,347;102,1;95,3;3,8;3,0;11,2;5,5;1,5;0,7;0,4;0,4;-20,3;0
012830102;ZUS Centre;01283;Oyonnax;38,5;11420;14690;18840;0,51;8990;10810;11960;13210;16290;17990;19770;23050;2,6;2,9;0,211;66,3;59,4;6,4;0,5;23,5;2,6;17,1;7,1;5,7;4,3;-9,5;0
012830103;ZUS Nord-Est;01283;Oyonnax;36,7;11380;15030;19450;0,54;9260;10810;11940;13680;16590;18260;20790;25070;2,7;3,2;0,234;59,5;54,0;4,6;0,9;32,2;4,9;14,3;5,9;4,6;3,8;-10,9;0
012830104;ZUS Ouest;01283;Oyonnax;39,2;11760;14310;18110;0,44;9790;11300;12100;13100;15720;17230;19260;23100;2,4;2,9;0,219;65,0;57,6;6,3;1,1;22,3;3,2;19,7;8,8;6,4;4,5;-10,2;0
012830201;Ville Sud;01283;Oyonnax;19,5;14390;19570;24770;0,53;10310;13140;15570;17410;21560;23480;26590;31680;3,1;4,4;0,287;65,5;59,1;3,9;2,5;34,1;10,7;6,3;2,5;2,3;1,5;-16,6;0
012830202;Ville Est;01283;Oyonnax;21,8;13750;18720;24230;0,56;8690;12220;14940;17030;20680;22740;26290;31800;3,7;4,5;0,276;70,0;64,3;3,5;2,2;29,4;7,8;7,1;2,6;2,6;1,9;-14,3;0
012830203;Nierme et Geilles;01283;Oyonnax;31,6;12070;16350;22070;0,61;9480;11260;12820;14330;18350;20680;23880;30600;3,2;3,9;0,274;63,9;56,2;4,7;3,0;30,7;6,9;12,1;4,8;4,4;2,9;-13,6;0
012830301;Ville Ouest;01283;Oyonnax;23,5;13370;18350;23810;0,57;9780;12450;14580;16380;20530;22700;25390;32070;3,3;4,4;0,293;73,8;68,1;3,8;1,9;27,3;7,6;7,7;3,1;2,6;2,0;-16,4;0
012830303;Ville Nord;01283;Oyonnax;23,9;13390;19090;24890;0,60;9530;11950;14910;17340;21190;23350;26870;32710;3,4;5,2;0,314;73,1;64,9;4,2;4,0;25,7;11,1;6,9;3,1;2,0;1,8;-16,8;0
012830304;Exterieur Est;01283;Oyonnax;16,8;14930;19960;25890;0,55;9940;13500;16080;17760;22040;24100;27130;35760;3,6;6,7;0,392;66,6;59,7;3,1;3,8;21,5;28,2;4,7;2,0;1,6;1,1;-21,0;0
012830305;Veyziat;01283;Oyonnax;;21200;26250;34450;0,50;15950;20130;22120;24120;28670;32180;37830;49280;3,1;4,3;0,306;73,9;67,8;2,0;4,1;26,9;19,6;2,5;1,3;0,7;0,5;-22,9;0
021680101;Centre;02168;Château-Thierry;26,7;12650;17410;23440;0,62;9100;11540;13590;15380;19660;22200;25440;31660;3,5;4,8;0,309;70,7;60,1;4,2;6,4;26,7;9,1;9,8;2,8;4,1;2,9;-16,3;0
021680201;Chesneaux;02168;Château-Thierry;15,7;15780;20980;27740;0,57;11680;14140;17090;18900;23410;26070;30400;40620;3,5;4,1;0,280;71,8;60,3;3,2;8,3;30,1;10,5;6,1;2,1;2,4;1,6;-18,5;0
021680401;Mare Aubry;02168;Château-Thierry;19,5;14350;19160;25940;0,61;10510;13100;15270;17400;21530;23990;27850;33870;3,2;3,8;0,263;67,5;60,0;3,4;4,1;33,0;8,2;7,6;2,5;3,0;2,1;-16,3;0
021680501;Vaucrises;02168;Château-Thierry;;10120;12900;17680;0,59;8510;9570;10550;11720;14380;16490;18760;21780;2,6;3,1;0,232;57,0;48,2;8,0;0,8;24,4;2,6;25,0;7,5;10,5;7,0;-9,0;0
021680601;Gerbrois-St Martin-Le Buisson-Vincelles;02168;Château-Thierry;13,1;16390;22070;29560;0,60;12170;15100;18340;20390;24270;27240;31840;40490;3,3;4,0;0,268;66,1;55,8;2,6;7,7;38,5;9,7;4,9;2,1;1,8;1,0;-19,2;0
021680701;Blanchard;02168;Château-Thierry;;12480;17170;22500;0,58;9190;11450;13330;15380;18850;21210;24240;29240;3,2;3,7;0,256;65,7;59,8;4,0;1,9;29,6;4,3;13,9;5,8;4,8;3,3;-13,5;0
021730101;Nord-Ouest;02173;Chauny;37,1;11130;15130;20540;0,62;8650;10280;12040;13510;17180;19290;22210;26420;3,1;3,8;0,265;54,8;48,7;4,2;1,9;34,3;4,2;18,1;4,5;8,7;4,9;-11,4;0
021730201;Sud-Ouest;02173;Chauny;25,2;13010;18020;24940;0,66;9610;11950;14100;16000;20370;23200;26340;32860;3,4;4,2;0,285;64,2;55,1;3,5;5,6;33,5;7,8;9,5;2,8;4,2;2,5;-15,0;0
021730301;Nord-Est;02173;Chauny;17,8;14820;20550;26470;0,57;10800;13690;16030;18200;22720;24930;28750;36080;3,3;4,2;0,285;69,5;58,5;2,5;8,5;31,7;8,1;7,4;2,4;3,1;1,9;-16,7;0
024080101;Saint-Éxupéry-Moulin Roux;02408;Laon;51,4;10030;12920;17550;0,58;8010;9390;10570;11700;14460;16620;19030;23660;3,0;3,3;0,242;46,1;39,8;5,6;0,7;32,9;3,8;26,6;5,9;13,4;7,3;-9,4;0
024080102;Centre Social;02408;Laon;66,9;9430;11280;14370;0,44;8030;9120;9580;10440;12290;13510;15190;18400;2,3;2,6;0,194;43,2;;;;22,0;1,4;39,6;11,5;17,4;10,7;-6,2;0
024080201;Cité du Nord;02408;Laon;27,2;12720;17310;22650;0,57;10010;11810;13520;15480;19150;21430;24330;29170;2,9;3,4;0,243;59,5;54,8;3,0;1,7;37,1;5,4;11,4;4,0;4,8;2,6;-13,4;0
024080301;Gare Saint-Marcel;02408;Laon;23,3;13540;19370;26350;0,66;9950;12050;14490;16860;22290;24990;28320;35840;3,6;4,4;0,288;63,4;55,7;2,5;5,2;35,5;9,6;8,8;2,2;3,9;2,7;-17,3;0
024080401;Individuels;02408;Laon;;14900;21940;28390;0,61;11870;14160;16640;18910;24430;26710;31820;39850;3,4;4,3;0,292;61,7;54,3;2,6;4,8;40,4;10,4;6,1;2,0;2,8;1,3;-18,6;0
024080402;Prevert Maraichers;02408;Laon;29,7;12360;16240;20680;0,51;9470;11360;13090;14370;17650;19790;21890;26220;2,8;3,1;0,221;61,7;56,8;4,3;0,6;32,5;2,7;15,3;3,0;7,5;4,8;-12,2;0
024080501;Plateau;02408;Laon;26,0;12800;18980;28310;0,82;9130;11770;13980;16710;21510;25450;30850;40320;4,4;6,1;0,357;76,4;62,9;3,4;10,1;23,5;10,3;9,6;2,1;4,4;3,1;-19,8;0
024080601;Vaux;02408;Laon;22,4;13530;19010;24990;0,60;10040;12740;14750;16880;20950;23590;26620;32330;3,2;3,9;0,269;66,7;58,0;3,1;5,6;32,3;6,6;9,5;2,9;4,1;2,5;-15,1;0
024080801;Montreuil-La Neuville-Marquette;02408;Laon;32,2;12060;16600;22640;0,64;9070;11260;12760;14510;19100;21480;24210;29080;3,2;3,7;0,260;56,2;49,0;3,8;3,4;37,0;5,3;14,6;3,5;7,2;3,9;-13,1;0
024080901;Ardon-Leuilly-Semilly;02408;Laon;;17170;22270;28420;0,51;12800;16050;18370;20200;24760;26990;30880;39660;3,1;4,0;0,279;69,1;63,3;2,2;3,6;34,8;9,6;5,2;1,8;2,2;1,2;-18,7;0
026910101;Centre Ville 1;02691;Saint-Quentin;19,9;14260;21540;32550;0,85;10360;13040;15550;18520;25530;29950;35900;50570;4,9;6,9;0,392;77,9;56,9;2,3;18,7;24,8;11,8;7,3;1,9;3,3;2,1;-21,8;0
026910102;Centre Ville 2;02691;Saint-Quentin;19,2;14960;23290;36530;0,93;9930;13500;16210;20130;27040;32650;41510;58900;5,9;7,7;0,402;79,3;57,0;2,4;19,9;25,8;13,4;5,9;1,5;2,5;1,9;-24,4;0
026910103;Centre Ville 3;02691;Saint-Quentin;30,0;11830;17570;25320;0,77;8830;10950;13030;15090;20300;23370;28470;38480;4,4;6,7;0,384;71,1;58,0;3,2;9,9;24,2;13,4;10,3;2,2;4,9;3,2;-19,0;0
026910104;Centre Ville 4;02691;Saint-Quentin;27,4;12670;18050;26370;0,76;9150;11810;13280;15780;20550;24100;28630;37150;4,1;5,5;0,352;70,6;59,5;3,6;7,5;25,8;10,8;10,9;2,5;5,2;3,2;-18,1;0
026910201;europe-remicourt 1;02691;Saint-Quentin;18,3;14380;19580;26980;0,64;10490;13540;15460;17450;22120;24950;29570;38120;3,6;4,4;0,300;71,8;61,3;3,2;7,3;28,6;7,8;9,0;2,5;4,2;2,3;-17,2;0
026910202;europe-remicourt 2;02691;Saint-Quentin;17,0;14900;20490;25980;0,54;10970;13770;16170;18360;22260;24310;27700;33430;3,0;3,7;0,252;68,3;63,0;2,1;3,2;34,6;6,6;6,5;2,1;2,7;1,7;-16,0;0
026910203;europe-remicourt 3;02691;Saint-Quentin;19,2;14150;19410;26200;0,62;10170;13350;15600;17530;21720;24590;28730;35050;3,4;4,3;0,286;58,5;49,3;3,5;5,7;43,6;7,1;7,7;2,3;3,2;2,2;-16,9;0
026910204;europe-remicourt 4;02691;Saint-Quentin;52,5;9610;12350;17530;0,64;7930;9020;10100;11000;14340;16090;18780;24070;3,0;3,6;0,263;43,3;;;;29,8;5,3;31,3;9,7;13,6;8,0;-9,7;0
026910205;europe-remicourt 5;02691;Saint-Quentin;58,2;9630;12040;15660;0,50;8150;9210;9930;10970;13180;14830;16840;19860;2,4;2,6;0,206;41,0;;;;28,1;2,1;35,4;8,6;17,0;9,8;-6,6;0
026910206;europe-remicourt 6;02691;Saint-Quentin;50,0;9710;13030;18000;0,64;7630;9090;10240;11510;14710;16840;19620;24150;3,2;3,5;0,253;32,4;;;;51,2;3,6;22,2;6,2;10,1;5,9;-9,4;0
026910207;europe-remicourt 7;02691;Saint-Quentin;37,1;11380;15050;19520;0,54;8830;10460;12060;13500;16550;18290;20790;24980;2,8;3,1;0,227;37,7;;;;51,1;4,6;17,1;4,1;8,1;4,9;-10,5;0
026910208;europe-remicourt 8;02691;Saint-Quentin;15,6;15540;21030;29560;0,67;11540;14180;16750;19280;24650;27370;31410;40230;3,5;4,4;0,302;65,0;57,5;2,5;5,0;33,0;16,7;6,1;2,1;2,6;1,4;-20,8;0
026910209;europe-remicourt 9;02691;Saint-Quentin;19,9;14150;20420;29730;0,76;10730;13040;15430;17530;22910;27270;33760;44660;4,2;5,1;0,326;72,8;63,4;2,2;7,2;29,9;9,1;7,4;2,2;3,2;2,0;-19,2;0
026910301;isle 1;02691;Saint-Quentin;29,9;12210;16330;21000;0,54;9060;11200;13070;14690;18010;19770;22300;26150;2,9;3,8;0,261;66,1;58,4;4,7;3,0;26,1;4,5;15,8;4,0;7,6;4,2;-12,5;0
026910302;isle 2;02691;Saint-Quentin;20,1;14010;18370;23230;0,50;9880;13010;14870;16810;20050;21790;24610;28660;2,9;3,2;0,227;64,5;58,2;2,9;3,4;36,1;4,6;8,7;2,5;4,1;2,1;-13,9;0
026910303;isle 3;02691;Saint-Quentin;;11440;15480;19690;0,53;8780;10380;12300;13850;17050;18900;20750;23940;2,7;3,1;0,221;45,8;40,8;4,4;0,6;41,0;2,9;20,1;4,2;10,4;5,5;-9,8;0
026910304;isle 4;02691;Saint-Quentin;29,9;12060;16250;21500;0,58;9270;11160;13060;14480;18230;20240;22890;27200;2,9;3,7;0,259;59,7;52,2;4,1;3,4;31,8;5,0;15,5;4,2;7,2;4,1;-12,0;0
026910401;Saint-Martin-Oestres 1;02691;Saint-Quentin;25,6;12860;17650;23100;0,58;9850;11830;13890;15630;19800;21670;25020;30360;3,1;3,7;0,260;59,2;51,4;3,0;4,8;36,2;5,3;12,9;3,7;5,9;3,3;-13,6;0
026910402;Saint-Martin-Oestres 2;02691;Saint-Quentin;24,7;13150;17270;21730;0,50;9440;12070;14140;16030;18710;20820;23630;27640;2,9;3,3;0,229;67,0;59,7;4,6;2,7;29,7;3,6;12,2;3,0;6,0;3,2;-12,5;0
026910403;Saint-Martin-Oestres 3;02691;Saint-Quentin;19,7;13900;18500;23860;0,54;10920;13180;14800;16650;20460;22450;25020;29250;2,7;3,1;0,221;59,5;54,8;3,3;1,4;38,9;4,5;10,2;3,3;4,6;2,3;-13,1;0
026910501;vermandois 1;02691;Saint-Quentin;27,5;12530;17000;22210;0,57;9740;11590;13480;15130;19040;20890;23980;27700;2,8;3,6;0,255;63,1;56,4;3,6;3,1;31,0;5,8;13,2;3,7;6,3;3,2;-13,1;0
026910502;vermandois 2;02691;Saint-Quentin;26,0;12630;17660;24750;0,69;9620;11570;13690;15550;19950;23180;26380;34520;3,6;4,1;0,280;65,8;60,1;3,0;2,7;28,6;8,1;12,2;3,7;5,6;2,9;-14,7;0
026910503;vermandois 3;02691;Saint-Quentin;;9810;13380;18830;0,67;8100;9310;10440;11820;15420;17670;20400;23390;2,9;3,4;0,249;52,8;45,1;5,4;2,3;27,4;3,3;25,9;5,4;13,5;7,0;-9,4;0
026910504;vermandois 4;02691;Saint-Quentin;20,0;14250;19130;24650;0,54;10780;13020;15170;16940;20990;23440;26040;30710;2,8;3,5;0,251;58,7;51,0;2,0;5,7;43,0;4,6;8,4;2,9;3,7;1,8;-14,7;0
026910601;Saint-Jean;02691;Saint-Quentin;26,4;12720;18150;23610;0,60;9380;11720;14030;16100;20200;22300;25520;30570;3,3;4,0;0,274;67,3;59,4;3,7;4,2;30,0;6,7;10,8;3,1;5,0;2,7;-14,8;0
027220101;Presles 1;02722;Soissons;44,9;10460;13740;19520;0,66;7930;9580;11050;12430;15560;18210;21620;27060;3,4;4,3;0,296;44,5;38,1;4,1;2,3;38,8;7,4;20,8;6,2;9,1;5,5;-11,5;0
027220102;Presles 2;02722;Soissons;58,3;9220;11950;15030;0,49;7260;8690;9950;10930;13400;14510;16150;19780;2,7;3,1;0,223;50,2;;;;18,0;2,1;36,2;9,9;17,3;9,0;-6,5;0
027220103;Presles 3;02722;Soissons;48,9;10190;13140;17670;0,57;7770;9620;10930;11850;14680;16710;18830;22360;2,9;3,3;0,242;55,0;46,5;7,1;1,4;26,7;4,3;23,7;6,7;10,7;6,3;-9,7;0
027220201;Maupas;02722;Soissons;27,8;12440;16610;20750;0,50;9380;11700;13420;15140;18170;19750;22260;25790;2,7;3,1;0,215;53,4;48,7;4,1;0,6;41,9;4,3;12,0;3,4;5,1;3,5;-11,6;0
027220301;Longues Baies;02722;Soissons;;19020;24530;32870;0,56;13830;17460;20320;22300;26850;30260;35450;44280;3,2;3,8;0,267;67,1;55,5;1,9;9,7;38,7;11,2;3,0;1,2;1,1;0,7;-20,0;0
027220401;Saint-Crépin;02722;Soissons;36,1;11650;14800;19260;0,51;8820;10830;12330;13530;16340;18150;20490;23970;2,7;3,2;0,232;48,5;;;;36,0;6,0;19,5;3,6;10,5;5,4;-10,0;0
027220501;Centre 1;02722;Soissons;9,4;16910;22850;30460;0,59;13210;16050;18090;20720;25260;28540;32760;43840;3,3;4,2;0,299;67,8;57,9;2,1;7,8;34,4;13,6;4,4;1,6;1,7;1,1;-20,2;0
027220502;Centre 2;02722;Soissons;21,9;13710;19140;26970;0,69;9760;12300;14740;17120;21570;24710;29290;38540;3,9;4,8;0,307;58,4;50,6;3,1;4,7;38,1;12,1;8,6;1,8;4,3;2,5;-17,2;0
027220503;Centre 3;02722;Soissons;20,2;14440;20270;30040;0,77;10110;12970;15560;17740;23140;27180;34650;47520;4,7;6,4;0,372;69,0;53,5;2,3;13,2;29,6;17,0;6,3;1,7;2,6;2,0;-21,9;0
027220601;Chevreux;02722;Soissons;;10440;13490;18160;0,57;8340;9810;10920;12000;15180;16920;19490;24480;2,9;3,3;0,241;59,9;54,4;4,9;0,6;19,2;2,9;27,2;9,3;11,2;6,7;-9,2;0
027220701;Saint-Waast;02722;Soissons;17,6;14630;19810;26010;0,57;10510;13660;15800;18220;22010;24520;27700;34470;3,3;4,2;0,283;69,8;60,3;3,8;5,7;31,7;8,0;7,3;2,3;3,0;2,0;-16,8;0
027220801;Saint-Medard;02722;Soissons;27,0;12660;16510;21800;0,55;9830;11920;13450;15200;18360;20510;22990;26900;2,7;3,1;0,228;69,0;62,2;4,5;2,3;25,9;4,6;13,8;4,1;5,8;3,9;-13,3;0
027220901;Gare;02722;Soissons;16,2;15820;21320;29180;0,63;10480;14310;17140;19220;24010;27140;31900;41580;4,0;5,3;0,323;70,9;60,7;2,6;7,6;30,2;12,5;5,9;1,8;2,5;1,6;-19,5;0
027380101;Quessy Centre;02738;Tergnier;20,5;13730;18120;22760;0,50;10080;12810;14550;16020;19820;21910;24030;28600;2,8;3,2;0,228;61,2;54,9;3,3;3,0;35,3;4,8;11,5;4,1;4,8;2,6;-12,8;0
027380102;Quessy Cité;02738;Tergnier;26,8;12730;16120;20200;0,46;10170;11960;13500;14660;17650;18930;21460;25060;2,5;2,7;0,196;67,8;;;;26,4;1,8;14,6;5,2;5,6;3,8;-10,6;0
027380201;Vouel;02738;Tergnier;22,8;13400;18190;23340;0,55;9940;12240;14170;16430;20210;22120;24520;28230;2,8;3,3;0,231;63,4;56,2;4,0;3,2;34,7;3,7;10,9;3,0;4,9;3,0;-12,7;0
027380301;Tergnier 1;02738;Tergnier;20,4;13910;18760;23330;0,50;10510;12990;14800;16770;20300;22120;25410;29970;2,9;3,3;0,230;56,2;50,3;3,3;2,6;39,6;6,3;11,1;3,4;4,9;2,8;-13,2;0
027380302;Tergnier 2;02738;Tergnier;34,6;11390;15740;21310;0,63;8800;10590;12390;13940;17620;20010;22550;26700;3,0;3,4;0,241;56,6;50,6;4,3;1,7;33,6;4,4;17,1;4,5;8,1;4,5;-11,7;0
027380401;Fargniers;02738;Tergnier;19,7;14120;18490;23350;0,50;10640;13100;14960;16790;20310;22210;24870;29430;2,8;3,1;0,217;63,0;56,9;3,5;2,6;35,2;4,7;9,9;3,2;4,2;2,5;-12,8;0
028100102;Avenue de Compiegne;02810;Villers-Cotterêts;16,8;14760;19430;25480;0,55;11780;13760;15970;17820;21380;23810;27490;32350;2,7;3,5;0,253;67,4;61,2;3,2;3,0;32,2;9,0;6,9;2,8;2,3;1,8;-15,5;0
028100202;Château;02810;Villers-Cotterêts;13,4;15880;20470;26610;0,52;11880;14810;16580;18590;22360;24990;28550;35690;3,0;3,9;0,276;73,5;66,6;2,9;4,0;26,5;11,5;6,0;2,1;2,3;1,6;-17,5;0
028100302;Pisseleux;02810;Villers-Cotterêts;7,9;17410;21160;26300;0,42;13570;16110;18110;19550;22740;24810;27960;33710;2,5;2,8;0,206;82,2;77,2;3,0;2,0;23,4;4,2;5,1;2,8;1,3;1,0;-14,9;0
028100401;Vivieres;02810;Villers-Cotterêts;29,0;12490;16040;20330;0,49;9330;11570;13120;14400;17550;19250;21680;26200;2,8;3,0;0,218;73,3;67,4;5,1;0,8;18,3;2,5;16,9;6,1;6,4;4,4;-11,0;0
030950101;Centre Historique;03095;Cusset;28,8;12330;16990;22790;0,62;9510;11390;13320;15200;19310;21600;24350;31180;3,3;4,3;0,296;52,5;41,1;3,0;8,4;40,0;10,3;12,2;2,6;6,1;3,5;-15,0;0
